City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Fairbanks,US,2021-12-09 21:38:38,64.8378,-147.7164,3.97,82,75,0.0
278,Ahipara,NZ,2021-12-09 21:43:22,-35.1667,173.1667,72.68,57,51,3.13
279,Trinidad,BO,2021-12-09 21:43:22,-14.8333,-64.9,78.78,94,40,4.61
280,Linao,PH,2021-12-09 21:43:23,7.1678,124.9675,74.61,91,100,0.87
281,Boa Vista,BR,2021-12-09 21:43:23,2.8197,-60.6733,85.98,66,40,9.22
282,Ambilobe,MG,2021-12-09 21:43:23,-13.2,49.05,74.23,79,91,3.6
283,San Quintin,MX,2021-12-09 21:43:24,30.4833,-115.95,61.86,81,100,10.65
284,Urusha,RU,2021-12-09 21:43:24,54.05,122.9,-2.47,98,40,2.44
285,Deputatskiy,RU,2021-12-09 21:43:25,69.3,139.9,-34.91,99,94,3.85
286,Lasa,IT,2021-12-09 21:43:25,46.6166,10.7002,26.51,89,79,4.0
287,Turgenevo,RU,2021-12-09 21:43:26,54.8455,46.3297,27.88,94,100,10.27
288,Kaka,TM,2021-12-09 21:43:26,37.3482,59.6143,54.37,28,0,6.31
289,Saldanha,ZA,2021-12-09 21:43:27,-33.0117,17.9442,62.65,95,22,10.47
290,Aquiraz,BR,2021-12-09 21:43:28,-3.9014,-38.3911,86.22,64,79,12.5
291,Bloomsburg,US,2021-12-09 21:43:28,41.0037,-76.4549,37.17,66,100,2.06
292,Tocopilla,CL,2021-12-09 21:43:29,-22.092,-70.1979,66.18,74,99,4.97
293,Sheltozero,RU,2021-12-09 21:43:29,61.3667,35.3667,3.85,96,79,5.57
294,Auki,SB,2021-12-09 21:43:29,-8.7676,160.7034,83.48,78,100,6.93
295,Talnakh,RU,2021-12-09 21:43:30,69.4865,88.3972,-21.62,99,67,6.6
296,Half Moon Bay,US,2021-12-09 21:43:30,37.4636,-122.4286,60.15,62,1,4.0
297,Jyvaskyla,FI,2021-12-09 21:43:31,62.2415,25.7209,14.36,88,90,4.61
298,Nome,US,2021-12-09 21:43:31,64.5011,-165.4064,12.27,67,90,13.8
299,San Rafael Del Sur,NI,2021-12-09 21:43:31,11.8485,-86.4384,83.37,51,18,13.65
300,Port Hedland,AU,2021-12-09 21:43:32,-20.3167,118.5667,84.25,74,19,8.05
301,Hvolsvollur,IS,2021-12-09 21:43:32,63.7533,-20.2243,34.81,97,100,3.44
302,Svetlaya,RU,2021-12-09 21:43:33,46.5389,138.3297,32.7,69,100,4.94
303,Anaconda,US,2021-12-09 21:43:33,46.1285,-112.9423,27.59,49,45,9.31
304,Port Hardy,CA,2021-12-09 21:43:34,50.6996,-127.4199,39.2,93,90,8.05
305,Lipin Bor,RU,2021-12-09 21:43:34,60.2622,37.9763,-3.62,99,82,3.13
306,Krasnoselkup,RU,2021-12-09 21:43:34,65.7,82.4667,-17.68,98,6,7.11
307,Saint-Pierre,RE,2021-12-09 21:43:35,-21.3393,55.4781,76.64,82,0,5.75
308,Sijunjung,ID,2021-12-09 21:43:35,-0.6876,100.9537,71.8,99,100,1.05
309,Naze,JP,2021-12-09 21:43:36,28.3667,129.4833,58.12,59,93,4.9
310,Chapleau,CA,2021-12-09 21:43:37,47.8405,-83.4034,15.89,86,90,8.05
311,Pula,HR,2021-12-09 21:43:37,44.8683,13.8481,44.49,87,75,4.61
312,Grindavik,IS,2021-12-09 21:43:38,63.8424,-22.4338,36.07,93,90,4.61
313,Portland,US,2021-12-09 21:43:38,45.5234,-122.6762,43.9,92,90,1.01
314,Esperance,AU,2021-12-09 21:43:39,-33.8667,121.9,62.44,61,30,16.31
315,Skaelskor,DK,2021-12-09 21:43:40,55.2506,11.2935,34.11,91,100,11.65
316,Desur,IN,2021-12-09 21:43:40,12.4333,79.4833,71.33,95,4,6.53
317,Pionerskiy,RU,2021-12-09 21:43:41,54.9508,20.2275,28.24,82,100,19.57
318,Waddan,LY,2021-12-09 21:43:41,29.1614,16.139,54.39,19,0,6.62
319,Khanpur,PK,2021-12-09 21:43:42,28.6453,70.6567,58.93,31,0,4.34
320,Fort Walton Beach,US,2021-12-09 21:43:42,30.4058,-86.6188,70.45,90,90,4.0
321,Cidreira,BR,2021-12-09 21:43:43,-30.1811,-50.2056,68.22,69,10,11.34
322,Geraldton,AU,2021-12-09 21:43:43,-28.7667,114.6,70.21,68,90,6.91
323,Alta Floresta,BR,2021-12-09 21:43:44,-9.8756,-56.0861,74.86,94,100,2.1
324,Pisco,PE,2021-12-09 21:43:44,-13.7,-76.2167,69.85,78,100,6.91
325,Jackson,US,2021-12-09 21:43:45,42.4165,-122.8345,44.92,73,90,0.0
326,Fukue,JP,2021-12-09 21:43:45,32.6881,128.8419,58.98,70,16,3.4
327,Mizdah,LY,2021-12-09 21:43:46,31.4451,12.9801,46.99,56,0,9.71
328,Springfield,US,2021-12-09 21:41:54,37.2153,-93.2982,68.04,50,1,10.0
329,San Marcos,US,2021-12-09 21:41:09,33.1434,-117.1661,60.64,86,90,3.0
330,Inhambane,MZ,2021-12-09 21:43:46,-23.865,35.3833,76.08,90,42,7.31
331,Tilichiki,RU,2021-12-09 21:43:47,60.4667,166.1,-17.34,89,5,8.03
332,Zhaotong,CN,2021-12-09 21:43:47,27.3167,103.7167,44.15,96,97,2.42
333,Shelburne,CA,2021-12-09 21:43:48,44.0787,-80.2041,25.56,84,100,13.44
334,Xuzhou,CN,2021-12-09 21:43:49,34.1805,117.1571,43.54,68,13,1.52
335,Anamur,TR,2021-12-09 21:43:49,36.0751,32.8369,53.62,72,62,3.53
336,Mayna,RU,2021-12-09 21:43:50,54.1135,47.6231,30.02,85,100,5.12
337,Le Havre,FR,2021-12-09 21:43:50,49.4938,0.1077,47.1,97,90,12.66
338,Ayan,RU,2021-12-09 21:43:51,56.45,138.1667,16.65,69,33,10.49
339,Bayshore Gardens,US,2021-12-09 21:43:51,27.4253,-82.5904,82.27,66,1,5.75
340,Kloulklubed,PW,2021-12-09 21:43:52,7.0419,134.2556,77.5,75,100,8.86
341,Chapais,CA,2021-12-09 21:43:53,49.7834,-74.8492,1.18,100,96,3.38
342,Gat,IL,2021-12-09 21:43:53,31.61,34.7642,56.39,72,1,4.12
343,Coihaique,CL,2021-12-09 21:39:53,-45.5752,-72.0662,82.35,21,0,8.05
344,Chernyshevskiy,RU,2021-12-09 21:43:54,63.0128,112.4714,-3.1,94,100,10.63
345,Southbridge,US,2021-12-09 21:43:54,42.0751,-72.0334,33.82,62,100,3.02
346,Camacha,PT,2021-12-09 21:43:55,33.0833,-16.3333,60.53,77,40,17.27
347,Jawhar,SO,2021-12-09 21:43:56,2.7809,45.5005,73.4,80,48,14.54
348,Ulladulla,AU,2021-12-09 21:43:56,-35.35,150.4667,63.88,95,100,24.38
349,Haines Junction,CA,2021-12-09 21:43:57,60.7522,-137.5108,-14.85,76,100,1.14
350,Adrar,MR,2021-12-09 21:43:58,20.5022,-10.0711,64.74,14,100,11.68
351,Smithers,CA,2021-12-09 21:43:58,54.7804,-127.1743,17.92,93,40,2.3
352,Muscat,OM,2021-12-09 21:42:00,23.6139,58.5922,66.22,54,4,5.1
353,Quang Ngai,VN,2021-12-09 21:42:54,15.1167,108.8,70.29,84,81,5.99
354,Dillon,US,2021-12-09 21:43:59,34.4166,-79.3712,52.25,62,100,6.55
355,Genhe,CN,2021-12-09 21:44:00,50.7833,121.5167,1.38,99,99,1.54
356,Willowmore,ZA,2021-12-09 21:44:01,-33.2926,23.4895,65.44,71,45,9.37
357,Tautira,PF,2021-12-09 21:44:01,-17.7333,-149.15,86.02,68,25,11.79
358,Buala,SB,2021-12-09 21:44:02,-8.145,159.5921,82.0,83,100,7.43
359,Jaisalmer,IN,2021-12-09 21:44:02,26.9147,70.9181,60.4,31,0,7.99
360,Praia,CV,2021-12-09 21:44:03,14.9215,-23.5087,73.94,73,20,17.27
361,Mandera,KE,2021-12-09 21:44:04,3.9366,41.867,81.84,32,43,8.25
362,Enshi,CN,2021-12-09 21:44:04,30.3,109.4833,51.58,85,100,0.38
363,Nouadhibou,MR,2021-12-09 21:44:05,20.931,-17.0347,66.18,77,95,16.11
364,Lavrentiya,RU,2021-12-09 21:44:05,65.5833,-171.0,-6.65,88,97,9.35
365,Zeya,RU,2021-12-09 21:44:06,53.75,127.2667,5.58,91,98,3.85
366,Osorno,CL,2021-12-09 21:44:06,-40.5667,-73.15,79.11,41,0,10.36
367,Northampton,US,2021-12-09 21:44:07,40.8754,-75.2499,36.12,59,100,2.64
368,Miquelon,PM,2021-12-09 21:44:08,47.0975,-56.3814,30.85,81,100,39.24
369,North Bend,US,2021-12-09 21:44:08,43.4065,-124.2243,47.16,95,90,3.44
370,Praya,CV,2021-12-09 21:44:03,14.9215,-23.5087,73.94,73,20,17.27
371,Kamenka,RU,2021-12-09 21:44:09,51.3223,42.7678,31.75,87,100,7.49
372,Okhotsk,RU,2021-12-09 21:44:10,59.3833,143.3,1.31,89,100,11.41
373,Mlowo,TZ,2021-12-09 21:44:10,-9.0,32.9833,61.25,83,18,2.3
374,Lagoa,PT,2021-12-09 21:44:11,39.05,-27.9833,62.76,60,99,8.12
375,Richards Bay,ZA,2021-12-09 21:44:12,-28.783,32.0377,71.06,95,58,4.32
376,Kyshtovka,RU,2021-12-09 21:44:12,56.555,76.6271,10.27,97,96,6.53
377,Kultuk,RU,2021-12-09 21:44:13,51.7208,103.6956,5.81,92,99,3.56
378,Cherskiy,RU,2021-12-09 21:44:14,68.75,161.3,-43.87,100,95,5.75
379,Tabas,IR,2021-12-09 21:44:14,33.5959,56.9244,52.61,26,1,1.21
380,Vanimo,PG,2021-12-09 21:44:15,-2.6741,141.3028,78.96,87,100,3.24
381,Holme,DK,2021-12-09 21:44:15,56.1138,10.1725,35.64,91,100,9.95
382,Ambon,ID,2021-12-09 21:40:16,-3.6954,128.1814,75.34,100,40,8.05
383,Umm Lajj,SA,2021-12-09 21:44:16,25.0213,37.2685,74.7,29,3,14.45
384,Griffith,US,2021-12-09 21:44:17,41.5284,-87.4237,46.99,65,90,1.99
385,Gobabis,NA,2021-12-09 21:44:17,-22.45,18.9667,68.9,66,100,14.27
386,Balkanabat,TM,2021-12-09 21:44:18,39.5108,54.3671,56.77,35,75,8.03
387,Dong Hoi,VN,2021-12-09 21:44:18,17.4833,106.6,66.45,92,100,8.37
388,Olinda,BR,2021-12-09 21:44:19,-8.0089,-34.8553,82.13,74,40,8.05
389,Palaikastron,GR,2021-12-09 21:44:20,35.2,26.25,63.75,70,78,16.67
390,Turan,VN,2021-12-09 21:44:20,16.0678,108.2208,69.78,94,40,1.14
391,Chapadinha,BR,2021-12-09 21:44:23,-3.7417,-43.3603,77.31,85,86,0.36
392,Port Lincoln,AU,2021-12-09 21:44:25,-34.7333,135.8667,58.42,67,56,14.45
393,Bulgan,MN,2021-12-09 21:44:25,48.8125,103.5347,15.06,81,60,5.21
394,Urengoy,RU,2021-12-09 21:44:26,65.9667,78.3667,-19.21,100,60,4.9
395,Ixtapa,MX,2021-12-09 21:44:27,20.7,-105.2,79.83,50,75,9.22
396,Conceicao Das Alagoas,BR,2021-12-09 21:44:27,-19.9147,-48.3883,73.9,49,0,6.06
397,Alice Springs,AU,2021-12-09 21:44:28,-23.7,133.8833,65.75,45,0,5.75
398,Yulara,AU,2021-12-09 21:44:29,-25.2406,130.9889,67.84,28,40,8.05
399,Tsiroanomandidy,MG,2021-12-09 21:44:29,-18.7667,46.0333,72.73,64,78,5.84
400,Neokhorion,GR,2021-12-09 21:44:30,41.1833,23.25,54.68,87,85,3.47
401,Mahibadhoo,MV,2021-12-09 21:44:30,3.7833,72.9667,81.82,76,91,11.03
402,Malatya,TR,2021-12-09 21:44:31,38.5,38.0,37.45,100,75,3.44
403,Xuddur,SO,2021-12-09 21:44:31,4.1213,43.8894,73.74,36,57,8.88
404,Brentwood,US,2021-12-09 21:44:32,40.7812,-73.2462,38.8,58,90,1.01
405,Spilamberto,IT,2021-12-09 21:44:33,44.5343,11.0195,44.17,91,97,3.27
406,Dunmore Town,BS,2021-12-09 21:44:33,25.5,-76.65,77.13,78,10,2.68
407,Tuatapere,NZ,2021-12-09 21:44:34,-46.1333,167.6833,59.83,57,9,2.28
408,Pailon,BO,2021-12-09 21:44:34,-17.65,-62.75,95.9,52,76,5.75
409,Bacolod,PH,2021-12-09 21:39:38,10.6667,122.95,77.4,86,94,15.86
410,La Cumbre,AR,2021-12-09 21:44:35,-30.982,-64.4914,58.1,96,99,4.0
411,Fartura,BR,2021-12-09 21:44:36,-23.3883,-49.51,72.36,41,0,2.77
412,Wukari,NG,2021-12-09 21:44:36,7.85,9.7833,74.98,22,3,4.23
413,Khandyga,RU,2021-12-09 21:44:37,62.6667,135.6,-12.33,99,100,3.02
414,Quatre Cocos,MU,2021-12-09 21:44:37,-20.2078,57.7625,73.51,70,10,7.7
415,Guerrero Negro,MX,2021-12-09 21:44:38,27.9769,-114.0611,65.07,68,99,7.52
416,Isla Mujeres,MX,2021-12-09 21:44:39,21.2311,-86.731,84.16,76,40,12.39
417,Khani,GE,2021-12-09 21:44:39,41.9563,42.9566,42.37,91,100,2.46
418,Poya,NC,2021-12-09 21:44:40,-21.35,165.15,85.14,65,10,3.31
419,Feijo,BR,2021-12-09 21:44:41,-8.1642,-70.3536,82.24,77,99,3.67
420,Katherine,AU,2021-12-09 21:44:41,-14.4667,132.2667,80.92,78,75,5.75
421,Dicabisagan,PH,2021-12-09 21:44:42,17.0818,122.4157,74.01,77,100,9.1
422,Verkhniy Avzyan,RU,2021-12-09 21:44:42,53.5289,57.5372,8.89,86,99,3.4
423,Acarau,BR,2021-12-09 21:44:43,-2.8856,-40.12,81.57,80,87,17.76
424,Denpasar,ID,2021-12-09 21:44:17,-8.65,115.2167,82.06,78,40,8.05
425,Walvis Bay,NA,2021-12-09 21:44:44,-22.9575,14.5053,60.1,82,3,3.44
426,Ozinki,RU,2021-12-09 21:44:44,51.1786,49.6769,30.47,84,100,7.25
427,Bettiah,IN,2021-12-09 21:44:45,26.8,84.5,61.57,47,0,7.05
428,El Copey,CO,2021-12-09 21:44:45,10.1503,-73.9614,88.56,48,23,6.87
429,Roma,US,2021-12-09 21:40:03,43.2128,-75.4557,31.12,77,75,0.0
430,Konza,KE,2021-12-09 21:44:46,-1.7426,37.1294,64.04,95,97,4.9
431,Lima,PE,2021-12-09 21:40:02,-12.0432,-77.0282,68.25,68,20,16.11
432,Awjilah,LY,2021-12-09 21:44:47,29.1081,21.2869,56.84,44,41,9.04
433,Nuuk,GL,2021-12-09 21:44:47,64.1835,-51.7216,29.01,93,75,9.22
434,Neuquen,AR,2021-12-09 21:44:48,-38.9516,-68.0591,78.69,17,0,6.91
435,Wajima,JP,2021-12-09 21:44:49,37.4,136.9,51.55,72,100,4.68
436,Zhuhai,CN,2021-12-09 21:44:49,22.2769,113.5678,67.05,82,0,8.05
437,New Agutaya,PH,2021-12-09 21:44:50,10.5614,119.3078,78.19,79,94,7.7
438,Resistencia,AR,2021-12-09 21:44:07,-27.4606,-58.9839,89.58,39,0,10.36
439,Tura,IN,2021-12-09 21:44:51,25.5198,90.2201,61.23,89,0,3.49
440,Atbasar,KZ,2021-12-09 21:44:51,51.8,68.3333,4.55,82,54,5.82
441,Severnyy,RU,2021-12-09 21:44:52,50.677,36.5532,41.04,100,90,8.95
442,Valparaiso,CL,2021-12-09 21:44:52,-33.0393,-71.6273,65.84,69,20,5.75
443,Koumac,NC,2021-12-09 21:44:53,-20.5667,164.2833,84.51,65,14,1.07
444,Kudahuvadhoo,MV,2021-12-09 21:44:54,2.6708,72.8944,81.59,77,79,11.68
445,San Francisco,US,2021-12-09 21:41:09,37.7749,-122.4194,60.44,62,20,3.0
446,Natal,BR,2021-12-09 21:43:56,-5.795,-35.2094,83.05,78,40,14.97
447,Storforshei,NO,2021-12-09 21:44:56,66.4043,14.5233,31.78,59,20,12.66
448,Zhigansk,RU,2021-12-09 21:44:56,66.7697,123.3711,-12.51,96,100,19.73
449,Areosa,PT,2021-12-09 21:44:57,41.7178,-8.8571,57.33,92,70,11.74
450,Bonthe,SL,2021-12-09 21:44:58,7.5264,-12.505,81.27,81,13,5.79
451,Vao,NC,2021-12-09 21:44:58,-22.6667,167.4833,78.87,82,7,14.25
452,Chicama,PE,2021-12-09 21:44:59,-7.8447,-79.1469,66.74,67,96,8.72
453,Rach Gia,VN,2021-12-09 21:44:59,10.0167,105.0833,73.35,79,94,11.5
454,Sinnamary,GF,2021-12-09 21:45:00,5.3833,-52.95,78.3,90,96,9.42
455,Tadine,NC,2021-12-09 21:45:00,-21.55,167.8833,81.97,74,9,11.52
456,Ornskoldsvik,SE,2021-12-09 21:45:01,63.2909,18.7153,31.82,93,90,11.5
457,Fort Nelson,CA,2021-12-09 21:45:01,58.8053,-122.7002,11.79,85,75,2.3
458,Prince George,CA,2021-12-09 21:45:02,53.9166,-122.753,26.04,79,75,9.22
459,Chilca,PE,2021-12-09 21:45:03,-12.5211,-76.7372,69.96,85,100,5.39
460,Potsdam,DE,2021-12-09 21:45:03,52.3989,13.0657,33.73,94,100,1.57
461,Pacific Grove,US,2021-12-09 21:44:00,36.6177,-121.9166,60.69,71,75,5.99
462,Tazovskiy,RU,2021-12-09 21:45:05,67.4667,78.7,-21.24,100,21,3.27
463,Rorvik,NO,2021-12-09 21:45:06,64.8621,11.2373,35.71,60,0,16.11
464,Touros,BR,2021-12-09 21:45:06,-5.1989,-35.4608,83.3,76,86,14.16
465,Isla Vista,US,2021-12-09 21:45:07,34.4133,-119.861,61.27,64,40,19.57
466,Turayf,SA,2021-12-09 21:45:08,31.6725,38.6637,44.85,81,0,0.0
467,Beacon,US,2021-12-09 21:45:09,41.5048,-73.9696,36.99,63,90,0.0
468,Ancud,CL,2021-12-09 21:45:09,-41.8697,-73.8203,78.33,63,0,5.66
469,Sur,OM,2021-12-09 21:45:10,22.5667,59.5289,71.49,47,0,7.25
470,San Cristobal,VE,2021-12-09 21:43:53,7.7669,-72.225,73.58,83,91,2.48
471,Vorobyevka,RU,2021-12-09 21:45:11,50.6451,40.9245,33.55,90,98,5.06
472,Cairns,AU,2021-12-09 21:40:40,-16.9167,145.7667,80.06,88,51,0.0
473,Barillas,GT,2021-12-09 21:45:11,15.8036,-91.3158,80.94,65,23,4.5
474,Malanje,AO,2021-12-09 21:45:12,-9.5402,16.341,64.18,96,87,1.59
475,Morgan City,US,2021-12-09 21:45:12,29.6994,-91.2068,79.0,100,90,10.36
476,Mildura,AU,2021-12-09 21:45:13,-34.2,142.15,57.07,62,50,10.36
477,Tonantins,BR,2021-12-09 21:45:13,-2.8731,-67.8022,77.54,96,100,1.99
478,Merritt Island,US,2021-12-09 21:45:14,28.5392,-80.672,79.27,80,1,8.05
479,Kavaratti,IN,2021-12-09 21:45:14,10.5669,72.642,81.5,71,73,10.16
480,Bertoua,CM,2021-12-09 21:45:15,4.5833,13.6833,72.19,39,5,2.75
481,Atambua,ID,2021-12-09 21:45:15,-9.1061,124.8925,75.47,83,91,1.68
482,San Pedro,PH,2021-12-09 21:41:08,14.35,121.0167,76.23,78,75,2.3
483,Jacareacanga,BR,2021-12-09 21:45:16,-6.2222,-57.7528,77.18,94,87,0.83
484,Faya,SA,2021-12-09 21:45:16,18.3851,42.4509,51.91,17,18,5.01
485,Souillac,MU,2021-12-09 21:45:17,-20.5167,57.5167,73.78,88,75,10.36
486,Askino,RU,2021-12-09 21:45:17,56.0901,56.5783,25.65,68,100,11.34
487,Ridgecrest,US,2021-12-09 21:45:18,35.6225,-117.6709,57.06,41,75,11.01
488,Usevya,TZ,2021-12-09 21:45:19,-7.1,31.2333,66.31,94,25,3.98
489,Lake City,US,2021-12-09 21:45:19,30.1897,-82.6393,68.04,81,99,3.51
490,Baykit,RU,2021-12-09 21:45:20,61.67,96.37,3.33,96,100,5.99
491,Son La,VN,2021-12-09 21:45:20,21.3167,103.9,56.21,96,57,1.63
492,Mikhaylovka,RU,2021-12-09 21:45:21,50.06,43.2379,34.79,87,100,7.81
493,Yar-Sale,RU,2021-12-09 21:45:22,66.8333,70.8333,-1.89,100,87,5.95
494,Ilulissat,GL,2021-12-09 21:45:22,69.2167,-51.1,24.82,33,80,14.97
495,Gigmoto,PH,2021-12-09 21:45:23,13.7796,124.39,78.3,85,100,15.68
496,Kisangani,CD,2021-12-09 21:45:25,0.5167,25.2,74.39,77,5,0.74
497,Corsicana,US,2021-12-09 21:45:26,32.0954,-96.4689,81.48,63,1,8.99
498,Altay,CN,2021-12-09 21:45:27,47.8667,88.1167,0.77,85,52,5.01
499,Cervo,ES,2021-12-09 21:45:27,43.6702,-7.4101,56.19,90,100,24.05
500,Vardo,NO,2021-12-09 21:45:28,70.3705,31.1107,16.0,72,20,31.07
501,Mandalgovi,MN,2021-12-09 21:45:29,45.7625,106.2708,16.47,71,86,5.23
502,Kamaishi,JP,2021-12-09 21:45:29,39.2667,141.8833,42.44,78,42,5.39
503,Manggar,ID,2021-12-09 21:45:30,-2.8833,108.2667,77.77,88,100,11.79
504,Dubai,AE,2021-12-09 21:42:03,25.2582,55.3047,71.53,49,0,4.61
505,Krasnouralsk,RU,2021-12-09 21:45:31,58.3638,60.0407,28.63,62,100,7.54
506,Santa Clara,CU,2021-12-09 21:43:32,22.4,-79.9667,84.97,69,20,11.5
507,Puerto Escondido,MX,2021-12-09 21:45:32,15.85,-97.0667,84.31,64,75,6.46
508,Aklavik,CA,2021-12-09 21:45:32,68.2191,-135.0107,5.83,77,90,0.0
509,Kanye,BW,2021-12-09 21:45:33,-24.9667,25.3327,72.37,51,100,9.62
510,Davila,PH,2021-12-09 21:45:33,18.4726,120.5763,67.98,78,55,24.38
511,Bengkulu,ID,2021-12-09 21:41:18,-3.8004,102.2655,75.69,91,100,5.21
512,Astoria,US,2021-12-09 21:45:34,46.1879,-123.8313,47.86,85,90,4.0
513,Espanola,US,2021-12-09 21:45:16,35.9911,-106.0806,56.61,43,77,11.74
514,Mount Gambier,AU,2021-12-09 21:45:35,-37.8333,140.7667,55.31,76,90,9.22
515,Weiser,US,2021-12-09 21:45:36,44.251,-116.9693,43.0,62,44,4.92
516,Mogadishu,SO,2021-12-09 21:45:37,2.0371,45.3438,78.39,75,39,19.46
517,Coeneo,MX,2021-12-09 21:45:39,19.8167,-101.5833,74.62,27,52,1.1
518,Oktyabrskoye,RU,2021-12-09 21:45:40,43.0645,44.7417,42.94,100,99,0.0
519,Karratha,AU,2021-12-09 21:45:41,-20.7377,116.8463,87.71,39,65,10.63
520,Nara,JP,2021-12-09 21:42:14,34.6851,135.8049,49.98,78,100,1.61
521,Great Bend,US,2021-12-09 21:45:42,38.3645,-98.7648,67.87,27,1,1.01
522,Nambucca Heads,AU,2021-12-09 21:45:42,-30.65,153.0,75.2,50,21,8.97
523,Tornio,FI,2021-12-09 21:45:42,65.8481,24.1466,15.82,94,100,12.44
524,Atar,MR,2021-12-09 21:45:43,20.5169,-13.0499,66.09,13,81,11.07
525,Celestun,MX,2021-12-09 21:45:44,20.8667,-90.4,83.01,65,99,10.89
526,Mana,GF,2021-12-09 21:45:44,5.6592,-53.7767,77.99,90,70,8.77
527,Buraydah,SA,2021-12-09 21:45:45,26.326,43.975,55.85,32,3,9.78
528,Ugoofaaru,MV,2021-12-09 21:45:46,5.6667,73.0,81.27,77,100,8.97
529,Maragogi,BR,2021-12-09 21:45:46,-9.0122,-35.2225,80.37,78,15,11.36
530,Carnot,CF,2021-12-09 21:45:48,4.9409,15.8665,76.12,29,18,2.19
531,Marand,IR,2021-12-09 21:45:49,38.4329,45.7749,41.34,86,67,1.23
532,Kirakira,SB,2021-12-09 21:45:50,-10.4544,161.9205,83.86,76,92,5.44
533,Lhokseumawe,ID,2021-12-09 21:45:50,5.1801,97.1507,75.61,87,93,4.81
534,Chukhloma,RU,2021-12-09 21:45:51,58.7525,42.6825,1.09,98,25,3.49
535,Oga,IT,2021-12-09 21:45:51,46.4631,10.347,16.97,98,87,2.13
536,Madang,PG,2021-12-09 21:45:52,-5.2246,145.7966,79.29,86,96,7.54
537,Breves,BR,2021-12-09 21:45:53,-1.6822,-50.4803,78.55,84,92,4.7
538,Malakal,SS,2021-12-09 21:45:25,9.5334,31.6605,79.86,28,2,5.3
539,Honiara,SB,2021-12-09 21:45:54,-9.4333,159.95,82.62,83,98,2.01
540,Borujerd,IR,2021-12-09 21:45:54,33.8973,48.7516,42.42,63,5,4.03
541,Akyab,MM,2021-12-09 21:45:55,20.15,92.9,72.75,89,41,6.78
542,Beatrice,US,2021-12-09 21:54:39,40.2681,-96.747,59.18,41,1,14.97
543,Mvuma,ZW,2021-12-09 21:56:58,-19.2792,30.5283,67.69,47,20,5.61
544,Manaure,CO,2021-12-09 21:56:58,11.7751,-72.4445,84.31,61,99,19.91
545,Mareeba,AU,2021-12-09 21:56:59,-17.0,145.4333,84.33,83,64,2.06
546,Boundiali,CI,2021-12-09 21:56:59,9.5217,-6.4869,76.08,21,5,1.95
547,Albacete,ES,2021-12-09 21:57:00,38.8333,-2.0,45.41,87,0,17.27
548,Oranjemund,NA,2021-12-09 21:57:00,-28.55,16.4333,62.73,85,39,9.13
549,Reporoa,NZ,2021-12-09 21:57:01,-38.4333,176.35,73.33,41,68,3.33
550,Katangli,RU,2021-12-09 21:57:01,51.7102,143.2326,29.68,85,100,10.13
551,San Patricio,US,2021-12-09 21:57:02,28.017,-97.5169,88.05,53,34,13.47
552,Ueda,JP,2021-12-09 21:57:03,36.4,138.2667,40.62,86,100,2.77
553,Mookane,BW,2021-12-09 21:57:03,-23.688,26.6595,74.17,61,99,6.24
554,Kungurtug,RU,2021-12-09 21:57:04,50.5994,97.5228,-8.79,98,80,1.74
555,Lere,NG,2021-12-09 21:57:04,10.387,8.5726,66.6,24,1,4.59
556,Chechat,IN,2021-12-09 21:57:05,24.7667,75.8833,58.26,49,0,5.14
